frame,track_id,conf,cx,cy,x1,y1,x2,y2
0,1,0.8739348649978638,137.44422912597656,479.691162109375,113.61727905273438,363.46612548828125,161.27117919921875,479.691162109375
0,2,0.8539795875549316,379.21844482421875,479.8095703125,347.48876953125,425.623046875,410.9481201171875,479.8095703125
0,3,0.8028322458267212,392.3092041015625,413.36968994140625,371.80072021484375,297.245361328125,412.81768798828125,413.36968994140625
0,4,0.774863064289093,149.25210571289062,278.7763671875,133.03375244140625,186.46658325195312,165.470458984375,278.7763671875
0,5,0.7699607610702515,325.2122497558594,348.97735595703125,304.4735107421875,240.133544921875,345.95098876953125,348.97735595703125
0,6,0.7538918256759644,141.48223876953125,334.0386657714844,124.66336059570312,231.00119018554688,158.30111694335938,334.0386657714844
0,7,0.7186555862426758,571.753662109375,407.44439697265625,555.5552368164062,290.73431396484375,587.9520874023438,407.44439697265625
0,8,0.7126052379608154,214.871337890625,265.0382995605469,198.44451904296875,212.99356079101562,231.29815673828125,265.0382995605469
0,9,0.6763857007026672,560.6537475585938,216.39659118652344,540.183349609375,126.70069885253906,581.1241455078125,216.39659118652344
0,10,0.6402157545089722,55.02183532714844,317.8533020019531,36.044921875,220.10214233398438,73.99874877929688,317.8533020019531
0,11,0.5841028690338135,324.08660888671875,479.81988525390625,298.0390319824219,442.79534912109375,350.1341857910156,479.81988525390625
0,12,0.5569799542427063,19.10692024230957,317.6142272949219,0.03844806179404259,207.64102172851562,38.175392150878906,317.6142272949219
0,13,0.48048749566078186,528.2040405273438,187.574462890625,512.049072265625,105.61737060546875,544.3590087890625,187.574462890625
0,14,0.4591341018676758,528.36181640625,472.42144775390625,504.9194030761719,347.04296875,551.80419921875,472.42144775390625
0,15,0.4274292588233948,250.68594360351562,264.55438232421875,228.6507568359375,215.44580078125,272.72113037109375,264.55438232421875
0,16,0.41127756237983704,174.89361572265625,121.33366394042969,163.58865356445312,63.364166259765625,186.19857788085938,121.33366394042969
0,17,0.39136049151420593,190.9046630859375,119.90821075439453,181.9332275390625,60.835609436035156,199.8760986328125,119.90821075439453
0,18,0.3587770462036133,527.4471435546875,387.12835693359375,504.98370361328125,312.45404052734375,549.9105834960938,387.12835693359375
1,1,0.8816295266151428,128.82711791992188,479.7357482910156,103.27635192871094,354.86492919921875,154.37786865234375,479.7357482910156
1,2,0.8342962265014648,367.81475830078125,479.6875915527344,320.3530578613281,398.17413330078125,415.27642822265625,479.6875915527344
1,5,0.6824740767478943,318.76129150390625,375.561767578125,298.2265930175781,267.54022216796875,339.2959899902344,375.561767578125
1,7,0.6582919955253601,573.7147216796875,445.6036071777344,556.7459716796875,323.92376708984375,590.6834716796875,445.6036071777344
1,8,0.5937901139259338,221.40350341796875,265.0722961425781,205.57948303222656,215.0460662841797,237.22752380371094,265.0722961425781
1,9,0.7014509439468384,561.0678100585938,216.54147338867188,540.6365356445312,127.04268646240234,581.4990844726562,216.54147338867188
1,10,0.7479320168495178,54.398345947265625,298.2125549316406,33.97089385986328,192.6892852783203,74.82579803466797,298.2125549316406
1,14,0.3895704448223114,531.7971801757812,467.9352722167969,511.42584228515625,359.9931335449219,552.1685180664062,467.9352722167969
1,15,0.3585931956768036,252.81417846679688,263.8421325683594,230.47422790527344,213.99598693847656,275.1541442871094,263.8421325683594
1,16,0.3779125511646271,172.2236328125,115.29952239990234,161.25424194335938,58.89423751831055,183.19300842285156,115.29952239990234
2,1,0.8452281355857849,140.5745391845703,479.7461242675781,114.46550750732422,351.761474609375,166.68356323242188,479.7461242675781
2,7,0.6650407314300537,567.9752197265625,473.8572692871094,552.4263916015625,364.2156066894531,583.5240478515625,473.8572692871094
2,8,0.49489179253578186,223.03945922851562,264.7159729003906,207.75637817382812,216.57748413085938,238.32252502441406,264.7159729003906
2,9,0.6039349436759949,560.9398193359375,216.65013122558594,540.8128051757812,128.59930419921875,581.06689453125,216.65013122558594
2,14,0.828162431716919,519.8192138671875,477.4609680175781,505.3866882324219,403.35943603515625,534.251708984375,477.4609680175781
2,15,0.5198318958282471,245.7742462158203,263.8011474609375,219.06338500976562,203.4770965576172,272.485107421875,263.8011474609375
2,19,0.7864946722984314,413.67413330078125,472.3346862792969,378.8379821777344,355.9672546386719,448.51025390625,472.3346862792969
2,22,0.7353723645210266,82.23550415039062,274.3033447265625,62.62519073486328,173.8692626953125,101.8458251953125,274.3033447265625
2,24,0.5661005973815918,156.81044006347656,110.18357849121094,144.6044158935547,55.45878982543945,169.01646423339844,110.18357849121094
2,25,0.590929388999939,379.203369140625,334.7286071777344,359.2977600097656,232.71255493164062,399.1090087890625,334.7286071777344
2,13,0.4844760596752167,529.05712890625,191.60694885253906,513.4133911132812,111.98959350585938,544.7008056640625,191.60694885253906
3,1,0.8700621128082275,141.49160766601562,479.7724914550781,116.4999771118164,357.8529357910156,166.4832305908203,479.7724914550781
3,8,0.6008254289627075,223.09182739257812,264.4649353027344,207.50390625,215.38465881347656,238.6797332763672,264.4649353027344
3,9,0.5632672309875488,561.9838256835938,216.7035369873047,541.1619873046875,125.49069213867188,582.8056640625,216.7035369873047
3,30,0.6202457547187805,329.54925537109375,352.2138671875,314.2017822265625,241.69749450683594,344.8967590332031,352.2138671875
3,33,0.5890422463417053,477.211181640625,97.55461883544922,466.488037109375,47.092655181884766,487.934326171875,97.55461883544922
3,4,0.8658744096755981,139.7383575439453,250.68067932128906,123.60245513916016,159.21041870117188,155.87425231933594,250.68067932128906
4,1,0.8724241852760315,137.824462890625,479.69091796875,115.89313507080078,373.5583190917969,159.75579833984375,479.69091796875
4,8,0.723594605922699,224.23326110839844,264.62152099609375,208.3927764892578,214.9805450439453,240.07374572753906,264.62152099609375
4,9,0.7188148498535156,561.9725341796875,216.62423706054688,541.4297485351562,126.83939361572266,582.5152587890625,216.62423706054688
4,30,0.560026228427887,334.03228759765625,357.5581970214844,317.58984375,239.3127899169922,350.4747009277344,357.5581970214844
4,33,0.7315152883529663,472.74041748046875,96.1891098022461,461.703369140625,44.050506591796875,483.7774963378906,96.1891098022461
4,45,0.7340655326843262,146.06561279296875,97.3111572265625,139.21055603027344,48.28022766113281,152.92068481445312,97.3111572265625
4,4,0.8320230841636658,132.34353637695312,229.12168884277344,116.1540298461914,137.45626831054688,148.5330352783203,229.12168884277344
4,18,0.9034349918365479,527.9454956054688,389.8622131347656,491.4609069824219,266.52252197265625,564.4301147460938,389.8622131347656
4,25,0.4924468696117401,369.4401550292969,344.24908447265625,350.7499694824219,248.07322692871094,388.1303405761719,344.24908447265625
5,1,0.7965472340583801,137.2425079345703,479.68902587890625,116.98750305175781,383.0434265136719,157.4975128173828,479.68902587890625
5,8,0.7200276851654053,224.099853515625,264.869873046875,208.44442749023438,216.12313842773438,239.7552947998047,264.869873046875
5,9,0.7034958004951477,561.6287841796875,216.62631225585938,541.255615234375,127.77240753173828,582.0018920898438,216.62631225585938
5,30,0.5527094602584839,336.4400634765625,367.3614196777344,319.798095703125,248.33535766601562,353.0820007324219,367.3614196777344
